ID Proposicao;Norma;Descricao da Sigla;Data de Apresentacao;Autor;Partido;Ementa;ID Projeto Mae;Link Documento PDF;Link Página Web;Indexacao;Último Estado;Data Último Estado;Situação;Score Final;Score Semantico (IA);Score Politico (Tracao);Boost Keyword;Metodo
2198970;PL 2459/2019;Projeto de Lei;2019-04-23;Amaro Neto;REPUBLICANOS;"Altera a Lei nº 10.826 de 22 de dezembro de 2003, que dispõe sobre o Sistema Nacional de Armas - Sinarm, para obrigar, na marcação de fábrica, o uso de ""Chip"" contendo os dados de identificação e segurança das armas de fogo.";570948;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1735911;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198970;Alteração, Estatuto do Desarmamento, comercialização, fabricação, arma de fogo, implantação, chip, identificação.;Publicação de Proposição;2019-05-08;Tramitando em Conjunto;0.0742;0.0027;0.0000;NAO;IA Especialista (Rerank) + Tração
2529077;PL 3108/2025;Projeto de Lei;2025-06-27;Bruno Farias;AVANTE;"""Dispõe sobre a criação e manutenção de uma plataforma eletrônica de transparência sobre os repasses e pagamentos relativos ao Piso Nacional da Enfermagem e dá outras providências.""";;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2943970;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2529077;Obrigatoriedade, Poder Executivo, criação, manutenção, plataforma digital, informação, repasse, pagamento, piso salarial, enfermeiro, unidade de saúde, rede privada de saúde, diretrizes.;Publicação de Proposição;2025-07-22;Aguardando Designação de Relator(a);0.0742;0.0023;0.0000;NAO;IA Especialista (Rerank) + Tração
2465140;PL 4120/2024;Projeto de Lei;2024-10-29;Alberto Fraga;PL;"Dispõe sobre a associação interfederativa para o enfrentamento ao crime organizado transnacional e a persecução penal para os crimes que especifica; estabelece medidas para a segurança jurídica das operações de segurança pública e de inteligência para o enfrentamento às organizações criminosas transnacionais e para a atuação de agentes públicos; tipifica crimes e dá outras providências.";;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2498992;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2465140;Marco regulatório, Governança interfederativa, enfrentamento, Crime organizado transnacional, diretrizes, segurança jurídica, agente público, operação, segurança pública, Inteligência de Estado, Cooperação internacional. _ Alteração, Lei de Combate ao Crime Organizado (2013), Código Penal (1940), tipicidade penal, controle ilegal de território, Invasão de Sistema de Informações Governamentais ou de Infraestrutura Crítica, organização criminosa.;Expedição de Documento;2024-12-27;Aguardando Apreciação pelo Senado Federal;0.0741;0.0026;0.0000;PARCIAL (1 Termo);IA Especialista (Rerank) + Tração
2238057;PL 416/2020;Projeto de Lei;2020-02-27;Fernando Borja;AVANTE;Cria a Carteira de Identificação Estudantil gratuita e digital;2169322;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1861331;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2238057;Criação, Carteira de Identificação Estudantil Digital (CIED), gratuidade, emissão, Ministério da Educação.;Recebimento;2020-03-13;Tramitando em Conjunto;0.0741;0.0010;0.0000;NAO;IA Especialista (Rerank) + Tração
2404598;PL 5571/2023;Projeto de Lei;2023-11-20;Célio Studart;PSD;Acrescenta dispositivo à Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar o crime de omissão de socorro a animais.;2396525;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2360968;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2404598;Alteração, Lei dos Crimes Ambientais, tipificação de conduta, crime, omissão de socorro, ausência, prestação de socorro, animal abandonado, animal perdido, animal ferido, desamparo, perigo, pena.;Recebimento;2023-12-05;Tramitando em Conjunto;0.0740;0.0054;0.0000;NAO;IA Especialista (Rerank) + Tração
2190541;PL 95/2019;Projeto de Lei;2019-02-04;Rodrigo Agostinho;PSB;Altera a Lei nº 8.429, de 2 de junho de 1992, para criar a celeridade ao processamento de ações de improbidade administrativa.;342781;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1707470;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190541;Alteração, Lei da Improbidade Administrativa, procedimento abreviado, redução, pena, réu confesso, improbidade administrativa.;Publicação de Proposição;2019-02-26;Tramitando em Conjunto;0.0739;0.0021;0.0000;NAO;IA Especialista (Rerank) + Tração
2542397;PL 3892/2025;Projeto de Lei;2025-08-11;Bruno Ganem;PODE;Altera a Lei nº 11.182, de 27 de setembro de 2005, que cria a Agência Nacional de Aviação Civil - ANAC, a fim de prever regime especial de fiscalização de segurança operacional no âmbito de serviços aéreos regulares e manutenção de produto aeronáutico.;;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2970452;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2542397;Alteração, Lei da Agência Nacional de Aviação Civil (2005), competência, Agência Nacional de Aviação Civil (ANAC), aumento, fiscalização, Segurança operacional, Empresa de transporte aéreo, serviços aéreos.;Recebimento;2025-09-10;Aguardando Designação de Relator(a);0.0735;0.0014;0.0000;NAO;IA Especialista (Rerank) + Tração
2208865;PL 3659/2019;Projeto de Lei;2019-06-19;Alexandre Frota;PROS;Altera a redação do art. 74 da Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências, para estabelecer liberdade de comercialização de jogos eletrônicos de ação.;538265;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1767228;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2208865;Alteração, Estatuto da Criança e do Adolescente (ECA), normatização, Jogo eletrônico, criança, adolescente.;Publicação de Proposição;2019-07-16;Tramitando em Conjunto;0.0734;0.0030;0.0000;NAO;IA Especialista (Rerank) + Tração
2418803;PL 481/2024;Projeto de Lei;2024-02-28;Marangoni;UNIÃO;Acrescenta dispositivo à Lei nº 13.105, de 16 de março de 2005 – Código de Processo Civil, de forma a esclarecer que o § 11 do art. 85 é aplicável em caso de provimento total ou parcial do recurso.;;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2390135;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2418803;Alteração, Código de Processo Civil (2015), aumento, Honorários de sucumbência, aplicação, situação, Recurso judicial, provimento, total, parcialidade.;Publicação de Proposição;2024-03-12;Aguardando Encaminhamento;0.0728;0.0004;0.0000;NAO;IA Especialista (Rerank) + Tração
2605697;PL 852/2026;Projeto de Lei;2026-03-02;Félix Mendonça Júnior;PDT;"Torna obrigatória a identificação dos aditivos aromatizantes artificiais; institui sistema de penalidades escalonadas para infrações de rotulagem enganosa; e dá outras providências.";2599845;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090331;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2605697;Obrigatoriedade, Informação ao consumidor, identificação, aditivo, aromatizante, Rótulo do produto, alimento, penalidade, Agência Nacional de Vigilância Sanitária (Anvisa), diretrizes.;Notificação de Apensação;2026-04-01;Tramitando em Conjunto;0.0726;0.0011;0.0000;NAO;IA Especialista (Rerank) + Tração
2222740;PL 5311/2019;Projeto de Lei;2019-10-01;Paulo Abi-Ackel;PSDB;Altera o art. 26-A da Lei nº 10.522, de 19 de julho de 2002.;2017085;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1814316;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2222740;Alteração, lei federal, regulamentação, Cadastro Informativo de créditos não quitados do setor público federal (Cadin), prestação de contas, recursos públicos, execução, convênio administrativo, contrato administrativo, Inadimplemento.;Publicação de Proposição;2019-10-10;Tramitando em Conjunto;0.0722;0.0047;0.0000;NAO;IA Especialista (Rerank) + Tração
2229416;PL 5968/2019;Projeto de Lei;2019-11-12;Edna Henrique;REPUBLICANOS;Altera o Código de Processo Penal para determinar que os órgãos do poder público e as empresas da iniciativa privada simplifiquem o acesso aos dados cadastrais para as autoridades responsáveis pela investigação.;623798;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1833476;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2229416;Alteração, Código de Processo Penal, órgão público, Empresa privada, simplificação, acesso, autoridade policial, Ministério público, banco de dados, Dados cadastrais, vítima, suspeito, sequestro, Cárcere privado, Redução à condição análoga a de escravo, tráfico de pessoas, extorsão, extorsão mediante sequestro, Tráfico de crianças, adolescente, desburocratização.;Recebimento;2019-12-09;Tramitando em Conjunto;0.0717;0.0009;0.0000;NAO;IA Especialista (Rerank) + Tração
2162430;PL 9094/2017;Projeto de Lei;2017-11-21;Capitão Augusto;PL;Altera o Decreto-Lei nº 2.848, de 1940.;340391;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1623608;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2162430;Alteração, Código Penal, aumento, pena, crime continuado.;Publicação de Proposição;2017-11-24;Tramitando em Conjunto;0.0715;0.0079;0.0000;NAO;IA Especialista (Rerank) + Tração
2193154;PL 1138/2019;Projeto de Lei;2019-02-26;Carlos Bezerra;MDB;Acrescenta parágrafo único ao art. 994 da Lei no 13.105, de 16 de março de 2015, que institui o Código de Processo Civil.;;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1715002;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2193154;Alteração, Código de Processo Civil (2015), critério, interposição de recurso, ação cível.;Recebimento;2019-03-25;Aguardando Designação de Relator(a);0.0712;0.0008;0.0000;NAO;IA Especialista (Rerank) + Tração
2162424;PL 9088/2017;Projeto de Lei;2017-11-21;Capitão Augusto;PL;Altera o Decreto-Lei nº 2.848, de 1940.;131244;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1623600;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2162424;Alteração, Código Penal, diminuição, prazo, pena privativa de liberdade, suspensão condicional da pena.;Publicação de Proposição;2017-11-27;Tramitando em Conjunto;0.0710;0.0071;0.0000;NAO;IA Especialista (Rerank) + Tração
1701218;PL 2845/2015;Projeto de Lei;2015-09-01;Mainha;PP;"Dispõe sobre o licenciamento e operação de veículos aéreos não tripulados (VANT''s) e aeronaves remotamente pilotadas (ARP''s), bem como os aparelhos intitulados ""DRONES"", de emprego militar ou comercial, e dá outras providências.";944267;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1379856;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1701218;Obrigatoriedade, licenciamento, fiscalização, operação, Veículo Aéreo Não Tripulado (VANT),  Sistema de Aeronaves Remotamente Pilotadas (RPAS), utilização, militar, uso comercial, fixação, diretrizes, regulamentação, Agência Nacional de Aviação Civil (Anac), União, responsabilidade objetiva, dano, terceiros.;Notificação de Apensação;2015-09-21;Tramitando em Conjunto;0.0706;0.0104;0.0000;NAO;IA Especialista (Rerank) + Tração
2198325;PL 2316/2019;Projeto de Lei;2019-04-16;Célio Studart;PSD;Cria aplicativo para dispositivo móvel que facilite a busca por animais domésticos desaparecidos;341067;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1733654;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2198325;Criação, aplicativo móvel, dispositivo móvel,  Animal doméstico, desaparecimento.;Publicação de Proposição;2019-05-07;Tramitando em Conjunto;0.0704;0.0093;0.0000;NAO;IA Especialista (Rerank) + Tração
2387517;PL 4457/2023;Projeto de Lei;2023-09-13;Idilvan Alencar;PDT;Dispõe sobre a implantação de um campus do Instituto Federal de Educação Ciência e Tecnologia do Ceará - IFCE no munícipio de Ipu-CE e dá outras providências.;1783581;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2327695;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2387517;Criação, Campus central, Instituto Federal de Educação, Ciência e Tecnologia do Ceará (IFCE), Ipu (CE), Ceará, diretrizes.;Recebimento;2023-09-26;Tramitando em Conjunto;0.0704;0.0075;0.0000;NAO;IA Especialista (Rerank) + Tração
2111212;PLP 312/2016;Projeto de Lei Complementar;2016-09-12;Francisco Chapadinha;PODE;Altera o caput do art. 15 da Lei nº 8.906, de 4 de julho de 1994.;2078048;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1490550;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2111212;Alteração, Estatuto da OAB, advogado, sociedade unipessoal, opção, Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte (SIMPLES NACIONAL).;Recebimento;2016-09-26;Tramitando em Conjunto;0.0703;0.0115;0.0000;NAO;IA Especialista (Rerank) + Tração
2430322;PL 1463/2024;Projeto de Lei;2024-04-26;Duda Ramos;MDB;Acrescenta o art. 17-E a Lei nº 8.429, de 2 de junho de 1992, Lei de Improbidade Administrativa, para tornar prioritária a análise de atos processuais relativos a processos pela prática de improbidade administrativa.;2085549;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2414713;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2430322;Alteração, Lei da Improbidade Administrativa (1992), priorização, análise, ato processual, processo, improbidade administrativa.;Publicação de Proposição;2024-05-07;Tramitando em Conjunto;0.0698;0.0006;0.0000;NAO;IA Especialista (Rerank) + Tração
2230089;PL 6082/2019;Projeto de Lei;2019-11-20;Lucio Mosquini;MDB;Determina a substituição integral de medidores de energia elétrica eletromecânicos por medidores eletrônicos que informem ao usuário, com atualização em tempo real, o valor a ser pago pelo consumo.;2227305;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1835705;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2230089;Obrigatoriedade, Permissionário (administração pública), Concessionária de serviço de energia elétrica, Substituição, medidor de energia elétrica, equipamento eletrônico, consumidor, acompanhamento, Consumo de energia.;Publicação de Proposição;2019-12-04;Tramitando em Conjunto;0.0698;0.0012;0.0000;NAO;IA Especialista (Rerank) + Tração
2482693;PL 224/2025;Projeto de Lei;2025-02-04;Dagoberto Nogueira;PSDB;“Altera a Lei nº 13.303, de 30 de junho de 2016, para incluir dispositivos referentes à vedação de contratação em empresas públicas e sociedades de economia mista.”;2261974;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2850668;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2482693;Alteração, Lei de Responsabilidade das Estatais (2016), proibição, empresa pública, sociedade de economia mista, indicação, conselho de administração, diretoria, parentesco consanguíneo, parentesco em primeiro grau, parentesco em segundo grau, parentesco em terceiro grau, autoridade, critério, exceção.;Recebimento;2025-02-20;Tramitando em Conjunto;0.0698;0.0013;0.0000;NAO;IA Especialista (Rerank) + Tração
2200358;PL 2650/2019;Projeto de Lei;2019-05-07;Milton Vieira;REPUBLICANOS;Altera a Lei nº 9.503, de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre o emprego dos aparelhos de fiscalização eletrônica de trânsito;2190628;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1742079;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200358;Alteração, Código de Trânsito Brasileiro, utilização, radar fixo, fiscalização eletrônica de trânsito.;Publicação de Proposição;2019-06-05;Tramitando em Conjunto;0.0695;0.0011;0.0000;NAO;IA Especialista (Rerank) + Tração
1594172;PL 2424/2015;Projeto de Lei;2015-07-16;Moses Rodrigues;UNIÃO;Dispõe sobre o serviço de telefonia, e dá outras providências.;838994;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1363094;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=1594172;Concessionária de serviço de telefonia, Serviço Telefônico Fixo Comutado (STFC), Serviço móvel pessoal (SMP), obrigatoriedade, espaço físico, atendimento presencial, consumidor,   atendimento telefônico, Internet, gratuidade,   proibição, prazo de validade, crédito, telefone celular pré-pago.;Publicação de Proposição;2015-08-05;Tramitando em Conjunto;0.0694;0.0024;0.0000;NAO;IA Especialista (Rerank) + Tração
2607573;PL 1039/2026;Projeto de Lei;2026-03-09;Capitão Alden;PL;Altera a Lei nº 13.812, de 16 de março de 2019, para fortalecer os mecanismos de busca imediata de crianças e adolescentes desaparecidos, ampliar a integração tecnológica e prever diretrizes para protocolos obrigatórios de resposta rápida.;2603688;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3094264;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2607573;Alteração, Lei federal, Política Nacional de Busca de Pessoas Desaparecidas, ampliação, procedimento, rastreamento, criança, adolescente, pessoa desaparecida, integração, tecnologia, Cadastro Nacional de Pessoas Desaparecidas (CNPD), diretrizes.;Publicação de Proposição;2026-04-01;Tramitando em Conjunto;0.0693;0.0094;0.0000;NAO;IA Especialista (Rerank) + Tração
2168208;PL 9594/2018;Projeto de Lei;2018-02-21;Renata Abreu;PODE;Acrescenta dispositivo no Código Penal para tipificar o crime de enriquecimento ilícito.;288051;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1640917;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2168208;Alteração, Código Penal, Crime praticado por funcionário público contra a administração em geral, tipicidade penal, enriquecimento ilícito, funcionário público.;Publicação de Proposição;2018-03-05;Tramitando em Conjunto;0.0688;0.0011;0.0000;NAO;IA Especialista (Rerank) + Tração
2214922;PL 4442/2019;Projeto de Lei;2019-08-13;Felipe Carreras;PSB;Altera a Lei nº 12.965, de 23 de abril de 2014, para estabelecer a autoridade policial a requisição de dados.;2169629;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1789130;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2214922;Alteração, Marco Civil da Internet, provedor de acesso, disponibilização, dados, autoridade policial, ausência, ordem judicial.;Recebimento;2019-09-04;Tramitando em Conjunto;0.0687;0.0017;0.0000;NAO;IA Especialista (Rerank) + Tração
2606611;PL 915/2026;Projeto de Lei;2026-03-04;Lucas Redecker;PSDB;Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para disciplinar a infração por inadimplemento em sistemas de pedágio eletrônico sem barreira física e estabelecer notificação prévia obrigatória.;2490196;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3091963;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2606611;Alteração, Código de Trânsito Brasileiro (1997), infração de trânsito, ausência, pagamento, pedágio, Sistema de livre passagem.;Publicação de Proposição;2026-04-01;Tramitando em Conjunto;0.0687;0.0009;0.0000;NAO;IA Especialista (Rerank) + Tração
2586830;PL 5925/2025;Projeto de Lei;2025-11-19;Lucas Abrahao;REDE;Tipifica como crime e infração administrativa o aumento artificial de preços para simular posterior desconto ou vantagem ao consumidor, e dá outras providências.;;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3050412;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2586830;Alteração, Código de Defesa do Consumidor (1990), tipificação de conduta, infração administrativa, aumento, preço, finalidade, simulação, desconto no preço, vantagem, consumidor, critério, penalidade.;Publicação de Proposição;2025-11-26;Aguardando Encaminhamento;0.0686;0.0059;0.0000;NAO;IA Especialista (Rerank) + Tração
2222080;PL 5260/2019;Projeto de Lei;2019-09-26;Nereu Crispim;PSD;Altera a Lei nº 12.965, de 23 de abril de 2014, que estabelece princípios, garantias, direitos e deveres para o uso da Internet no Brasil, para criar mecanismos de verificação de identidade dos perfis ativos em aplicações de internet que atuem como redes sociais.;2219333;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1812718;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2222080;Alteração, Marco Civil da Internet, provedor de aplicações, internet, atuação, rede social, garantia, identificação, perfil ativo.;Recebimento;2019-10-07;Tramitando em Conjunto;0.0683;0.0012;0.0000;NAO;IA Especialista (Rerank) + Tração
2305215;PL 3853/2021;Projeto de Lei;2021-11-03;Cleber Verde;MDB;Altera a Lei nº 13.105, de 16 de março de 2015, que dispõe sobre o Código de Processo Civil .;;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2098326;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2305215;Alteração, Código de Processo Civil (2015), obrigatoriedade, conclusão, educação superior, Bacharelado, Direito (ciência), Provimento de cargo público, Oficial de Justiça.;Publicação de Proposição;2021-11-30;Aguardando Encaminhamento;0.0682;0.0010;0.0000;NAO;IA Especialista (Rerank) + Tração
2327471;PL 1632/2022;Projeto de Lei;2022-06-13;Luiz Lima;NOVO;Inclui dispositivo na Lei nº 10.826, de 22 de dezembro de 2033 – Estatuto do Desarmamento, para dispor sobre o Certificado de Registro de Arma de Fogo – CRAF em formato digital.;555996;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2185901;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2327471;Alteração, Estatuto do Desarmamento, critério, expedição, Certificado de Registro de Arma de Fogo, meio eletrônico.;Publicação de Proposição;2022-06-21;Tramitando em Conjunto;0.0682;0.0023;0.0000;NAO;IA Especialista (Rerank) + Tração
2305220;PL 3856/2021;Projeto de Lei;2021-11-03;Lourival Gomes;PP;"Altera a Lei nº 7.116, de 29 de agosto de 1983, que ""Assegura validade nacional ás Carteiras de Identidade, regula sua expedição e dá outras providências"",  para permitir que seja anotado na Carteira de Identidade que o titular é portador de dispositivo médico implantável metálico, dispensando-o de se submeter a revista para ingressar em ambiente de acesso controlado.";605729;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2098342;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2305220;Alteração, Lei da Carteira de Identidade, autorização, anotação, Carteira de Identidade (CI), titular, possuidor, dispositivo médico implantável, dispensa, revista de visitante, local, acesso restrito.;Publicação de Proposição;2021-12-01;Tramitando em Conjunto;0.0681;0.0025;0.0000;NAO;IA Especialista (Rerank) + Tração
2328943;PL 1667/2022;Projeto de Lei;2022-06-14;Mário Negromonte Jr.;PP;Altera a Lei n° 9.656, de 3 de junho de 1998.;2326554;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2187793;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2328943;Alteração, Lei dos Planos de Saúde, Rol de Procedimentos e Eventos em Saúde, saúde suplementar, caráter exemplificativo, proibição, Plano de Saúde, restrição, Tratamento multidisciplinar, beneficiário.;Notificação de Despacho;2022-07-05;Tramitando em Conjunto;0.0680;0.0112;0.0000;NAO;IA Especialista (Rerank) + Tração
2319007;PLP 43/2022;Projeto de Lei Complementar;2022-03-30;Roman;PP;Permite a classificação do árbitro e auxiliares de modalidade desportiva profissional como Microempreendedor Individual.;619365;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2153917;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2319007;Alteração, Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte, enquadramento, profissional liberal, Árbitro desportivo, Auxiliar desportivo, Microempreendedor Individual (MEI).;Recebimento;2022-04-06;Tramitando em Conjunto;0.0678;0.0014;0.0000;NAO;IA Especialista (Rerank) + Tração
2427757;PL 1312/2024;Projeto de Lei;2024-04-17;Jonas Donizette;PSB;Acrescenta art. 14-A à Lei nº 9.307, de 23 de setembro de 1996, que dispõe sobre a arbitragem, de forma a estender aos peritos o dever de revelar, antes da aceitação da função, qualquer fato que denote dúvida justificada quanto à sua imparcialidade e independência.;;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2409172;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2427757;Alteração, Lei da Arbitragem (1996), indicação, Pessoa, Perito, obrigatoriedade, divulgação, dúvida, Imparcialidade, independência, Arbitragem.;Publicação de Proposição;2024-04-25;Aguardando Designação de Relator(a);0.0677;0.0022;0.0000;NAO;IA Especialista (Rerank) + Tração
2307894;PL 4107/2021;Projeto de Lei;2021-11-19;Alexandre Frota;PROS;Determina a identificação de animais domésticos, com dispositivo de microchip em todo território nacional.;2269948;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2108443;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2307894;Implantação, microchip, animal doméstico, informação, identificação, responsabilidade, proprietário, criador de animais, fabricação.;Publicação de Proposição;2021-12-06;Tramitando em Conjunto;0.0676;0.0036;0.0000;NAO;IA Especialista (Rerank) + Tração
2222555;PL 5284/2019;Projeto de Lei;2019-10-01;Bira do Pindaré;PSB;Altera a Lei nº 11.947, de 16 de julho de 2009.;2081305;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1814015;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2222555;Alteração, Lei da Alimentação Escolar, ampliação, percentual, mínimo, recursos financeiros, Fundo Nacional de Desenvolvimento da Educação (FNDE), âmbito, Programa Nacional de Alimentação Escolar (Pnae), aquisição, produto alimentício, agricultura familiar, empreendimento familiar rural.;Recebimento;2019-10-10;Tramitando em Conjunto;0.0676;0.0104;0.0000;NAO;IA Especialista (Rerank) + Tração
2237311;PL 310/2020;Projeto de Lei;2020-02-13;Nereu Crispim;PSD;Altera o art. 154-A, constante do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, que dispõe sobre Invasão de dispositivo informático.;2208102;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1858185;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2237311;Alteração, Código Penal, aumento da pena, crime, Invasão de dispositivo informático.;Publicação de Proposição;2020-02-21;Tramitando em Conjunto;0.0674;0.0033;0.0000;NAO;IA Especialista (Rerank) + Tração
2197056;PL 2087/2019;Projeto de Lei;2019-04-04;Pastor Eurico;PL;Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a proibição de fiscalização eletrônica injustificada em vias públicas.;2191778;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1728947;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2197056;Alteração, Código de Trânsito Brasileiro, critério, utilização, Fiscalização eletrônica de trânsito, via pública.;Publicação de Proposição;2019-04-24;Tramitando em Conjunto;0.0672;0.0009;0.0000;NAO;IA Especialista (Rerank) + Tração
996642;PL 679/2015;Projeto de Lei;2015-03-11;Manoel Junior;PSC;Altera os arts. 54 e 55 da Lei nº 12.305, de 2 de agosto de 2010, e dá outras providencias.;622088;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1308422;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=996642;Alteração, Lei de Resíduos Sólidos, prorrogação, prazo, construção, aterro sanitário, resíduos sólidos, implantação, Plano Estadual de Resíduos Sólidos, Plano Municipal de Gestão Integrada de Resíduos Sólidos, logística reversa, lâmpada fluorescente, aparelho eletroeletrônico, implementação.;Publicação de Proposição;2015-03-20;Tramitando em Conjunto;0.0672;0.0026;0.0000;NAO;IA Especialista (Rerank) + Tração
