Norma,Descricao da Sigla,Data de Apresentacao,Autor,Partido,Ementa,Similaridade Semantica,Link Documento PDF,Link Página Web,Indexacao,Último Estado,Data Último Estado,Situação
PL 4412/2024,Projeto de Lei,2024-11-18,Rogério Correia,PT,"Altera o Marco Civil da Internet, Lei nº 12.965, de 23 de abril de 2024, para condicionar o acesso a redes sociais ao cadastramento prévio do CPF ou CNPJ do usuário.",0.552,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2822093,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2469693,"Alteração, Marco Civil da Internet (2014), obrigatoriedade, cadastro, Cadastro de Pessoas Físicas (CPF), Cadastro Nacional de Pessoa Jurídica (CNPJ), usuário, acesso, rede social digital, diretrizes.",Apensação,2025-03-20,Tramitando em Conjunto
PL 3528/2024,Projeto de Lei,2024-09-11,Pr. Marco Feliciano,PL,"Dispõe sobre a implementação de medidas de segurança física, emocional e digital nas instituições de ensino públicas e privadas, visando à proteção da integridade física, psicológica e patrimonial de alunos, professores e funcionários, e dá outras providências.",0.543,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2475743,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2457999,"Implementação, medida de segurança, instituição de ensino, escola, integridade física, integridade psicológica, segurança patrimonial, segurança de dados, aluno, professor, profissional da educação, diretrizes, combate, violência escolar.",Designação de Relator(a),2025-07-08,Aguardando Parecer
PL 4246/2024,Projeto de Lei,2024-11-04,Marcos Tavares,PDT,"Estabelece a obrigatoriedade da disponibilização de acesso gratuito à internet Wi-Fi em todos os meios de transporte de passageiros, públicos e privados, nos âmbitos municipal, estadual e interestadual, abrangendo os modais rodoviário, aéreo, ferroviário e aquaviário em todo o território nacional.",0.528,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2815822,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2466854,"Obrigatoriedade, acesso gratuito, rede sem fio, internet, meio de transporte, transporte rodoviário, transporte aéreo, transporte ferroviário, transporte aquático, transporte de passageiro, transporte público, transporte privado, inclusão digital, acesso à informação, acessibilidade digital.",Encerramento de Prazo,2025-04-22,Aguardando Parecer
PL 897/2024,Projeto de Lei,2024-03-20,Saullo Vianna,UNIÃO,Dispõe sobre a Autenticação de Mídia Digital criada ou modificada por Inteligência Artificial (IA) e dá outras providências.,0.527,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2397672,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422387,"Obrigatoriedade, autenticação, Mídia digital, utilização, Inteligência Artificial, diretrizes.",Recebimento,2024-03-27,Tramitando em Conjunto
PL 3224/2024,Projeto de Lei,2024-08-19,Dorinaldo Malafaia,PDT,"Institui a Campanha Nacional de Utilização Consciente da Tecnologia Digital, que se destina a incentivar o uso ponderado e responsável de jogos eletrônicos, redes sociais, programas computacionais, softwares, e similares conectados à internet ou a outra rede de comunicações, e dá outras providências.",0.526,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2466237,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2453934,"Criação, Campanha Nacional de Utilização Consciente da Tecnologia Digital, campanha educativa, incentivo, uso responsável, jogo eletrônico, rede social digital, software, internet, rede de comunicação, uso excessivo, dano à saúde, criança, adolescente.",Apresentação de Requerimento,2025-10-13,Aguardando Apreciação pelo Senado Federal
PL 1119/2024,Projeto de Lei,2024-04-08,Emanuel Pinheiro Neto,MDB,"Altera a Lei nº 12.965, de 23 de abril de 2014, obrigando os provedores de aplicações de internet a removerem os conteúdos publicitários divulgados por meio das suas plataformas que utilizem imagens ou vozes falsas de pessoas para promover o anúncio de produtos e serviços.",0.514,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2403570,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424878,"Alteração, Marco Civil da Internet (2014), obrigatoriedade, Provedor de armazenamento, Remoção de conteúdo, Plataforma digital, Anúncio publicitário, Tratamento de imagem, Fotografia retocada, Inteligência artificial, Deepfake.",Recebimento,2024-04-18,Tramitando em Conjunto
PL 4327/2024,Projeto de Lei,2024-11-12,Duarte Jr.,PSB,Institui a Lei Nacional de Acessibilidade Digital em Plataformas Públicas e Privadas e dá outras providências.,0.512,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2818642,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2467942,"Criação, Lei Nacional de Acessibilidade Digital em Plataformas Públicas e Privadas, acessibilidade digital, inclusão digital, pessoa com deficiência, diretrizes.",Apensação,2025-10-06,Tramitando em Conjunto
PL 2167/2024,Projeto de Lei,2024-06-04,Duda Ramos,MDB,"Altera a Lei nº 12.842, de 10 de julho de 2013, para estabelecer a obrigatoriedade de supervisão médica na produção e divulgação de conteúdos de saúde nos meios de comunicação, incluindo em aplicações de internet.",0.512,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2432144,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2437741,"Alteração, Lei do Ato Médico (2013), obrigatoriedade, supervisão, Médico, produção, Conteúdo informativo, Saúde, divulgação, Mídia, combate, Informação falsa, Informação inadequada, Notícia falsa (fake news).",Retirada de Pauta,2025-08-13,Pronta para Pauta
PL 4540/2024,Projeto de Lei,2024-11-26,Dayany Bittencourt,UNIÃO,Dispõe sobre advertências obrigatórias em conteúdo adulto disponibilizado pela internet.,0.511,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2827035,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2472058,"Alteração, Marco Civil da Internet (2014), obrigatoriedade, provedor de internet, produtor, conteúdo audiovisual, conteúdo impróprio, emissão, advertência, conteúdo sexual, dano à saúde, vício (comportamento).",Publicação de Proposição,2025-07-14,Aguardando Designação de Relator(a)
PL 4089/2024,Projeto de Lei,2024-10-25,Marcos Tavares,PDT,"Dispõe sobre a proteção dos direitos dos consumidores no uso de produtos e serviços que utilizam Inteligência Artificial (IA), estabelecendo diretrizes para garantir transparência, equidade e o respeito à privacidade dos usuários.",0.511,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2490822,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2464691,"Defesa do consumidor, utilização, inteligência artificial, tecnologia, diretrizes, transparência.",Encerramento de Prazo,2025-06-26,Aguardando Parecer
PLP 123/2024,Projeto de Lei Complementar,2024-07-11,Duda Ramos,MDB,"Dispõe sobre a criação de um sistema eletrônico de amplo acesso à população, via aplicativo de telefones móveis, que contenha informações públicas relativas aos agentes políticos detentores de mandato e aos postulantes a cargos eletivos que tenham formalizado pedido registro de candidatura à Justiça Eleitoral.",0.501,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2454141,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2448898,"Criação, software aplicativo, disponibilização, informação, agente político, mandato eletivo, candidato a cargo eletivo, Justiça eleitoral, eleições, direito à informação, eleitor.",Designação de Relator(a),2025-10-15,Aguardando Parecer
PL 2721/2024,Projeto de Lei,2024-07-03,Jonas Donizette,PSB,"Altera o art. 11 da Lei n° 9.610, de 1998, para deixar expresso que autor é apenas a pessoa física, independentemente do grau de autonomia do sistema de inteligência artificial utilizado na elaboração da obra.",0.498,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2446536,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2445849,"Alteração, Lei dos Direitos Autorais (1998), garantia, direito autoral, pessoa física, obra intelectual, independência, Sistema de inteligência artificial.",Encerramento de Prazo,2025-10-28,Pronta para Pauta
PL 4611/2024,Projeto de Lei,2024-11-29,Thiago de Joaldo,PP,Altera o Marco Civil da Internet para obrigar a vinculação de CPF ou CNPJ para a criação e manutenção de contas em redes sociais e dá outras providências,0.490,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2829434,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2473354,"Alteração, Marco Civil da Internet (2014), obrigatoriedade, exigência, Provedor de aplicações, vinculação, Cadastro de Pessoas Físicas (CPF), Cadastro Nacional de Pessoa Jurídica (CNPJ), criação, manutenção, Rede social digital.",Recebimento,2025-03-20,Tramitando em Conjunto
PL 3936/2024,Projeto de Lei,2024-10-14,Leonardo Gadelha,PODE,"Altera a Lei nº 9.279, de 14 de maio de 1996, para dispor sobre a obtenção de patentes de invenções ou modelos de utilidade desenvolvidos com o auxílio de sistemas de inteligência artificial.",0.490,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2484809,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2462314,"Alteração, Lei de Propriedade Industrial (1996), Patente de invenção, Modelo de utilidade, utilização, inteligência artificial, Instituto Nacional da Propriedade Industrial (INPI), diretrizes.",Notificações,2025-06-11,Tramitando em Conjunto
PL 3604/2024,Projeto de Lei,2024-09-17,Fred Linhares,REPUBLICANOS,"Altera a Lei nº 12.114, de 9 de dezembro de 2009, que Cria o Fundo Nacional sobre Mudança do Clima, para permitir o investimento de recursos no desenvolvimento de tecnologia da informação (TI) e da inteligência artificial (IA) na prevenção e contenção de incêndio em ambientes naturais, e dá outras providências.",0.488,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2477699,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2458566,"Alteração, lei federal, utilização, recursos, Fundo Nacional sobre Mudança do Clima (FNMC), prevenção, contenção, incêndio, queimada, incêndio florestal, tecnologia da informação, inteligência artificial.",Encerramento de Prazo,2025-04-29,Aguardando Parecer
PL 537/2024,Projeto de Lei,2024-03-04,Rodrigo Gambale,PODE,"Dispõe sobre o fortalecimento da atividade de inteligência policial para a prevenção, investigação e repressão aos crimes cujo aliciamento de pessoas ocorre pela Internet e as ações de violência extrema e mórbida se manifestam fora dela.",0.485,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2391187,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2419152,"Alteração, Lei Federal, fortalecimento, inteligência policial, prevenção, investigação, repressão, crime, aliciamento, internet, atuação, violência extrema. _Investigação, prevenção, repressão, crime cibernético, repercussão social, violencia. _Critério, aplicação, recursos, Fundo Nacional de Segurança Pública (FNSP), inclusão, meta, resultado, relação, prevenção, investigação, repressão, crime cibernético, repercussão social violenta. _Alteração, Lei Federal, recursos, Fundo Nacional de Segurança Pública (FNSP), destinação, atuação, inteligência policial, prevenção, investigação, repressão, crime cibernético, repercussão social, violência.",Parecer do(a) Relator(a),2025-06-23,Pronta para Pauta
PL 2008/2024,Projeto de Lei,2024-05-22,Vinicius Carvalho,REPUBLICANOS,Dispõe sobre a prevenção e repressão às infrações contra a ordem econômica através do uso de Inteligência Artificial (IA) para efetuar práticas desleais de concorrência.,0.485,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2427972,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2435976,"Alteração, Lei de Defesa da Concorrência (2011), Infração contra a ordem econômica, utilização, Inteligência artificial, Concorrência desleal.",Publicação de Proposição,2024-06-20,Tramitando em Conjunto
PL 841/2024,Projeto de Lei,2024-03-19,Ruy Carneiro,PODE,"Altera a Lei nº 8.078, de 11 de setembro de 1990, para tornar obrigatória a exibição de aviso ao consumidor sobre imagem ou vídeo publicitário produzido com o uso de inteligência artificial.",0.483,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2396787,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421854,"Alteração, Código de Defesa do Consumidor (1990), obrigatoriedade, Aviso de alerta, Publicidade promocional, utilização, Inteligência artificial.",Notificação de Apensação,2024-04-16,Tramitando em Conjunto
PL 2766/2024,Projeto de Lei,2024-07-08,Jorge Goetten,REPUBLICANOS,"Inclui na Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet) a obrigatoriedade de veiculação de mensagem de advertência quanto ao risco para a saúde mental de crianças e adolescentes pelo uso de aplicações de internet que disponibilizem conteúdo gerado por terceiros, inclusive redes sociais.",0.483,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2450222,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2447103,"Alteração, Marco Civil da Internet (2014), critério, obrigatoriedade, Provedor de aplicações, Internet, Mensagem de advertência, usuário, pais, responsável legal, Riscos (segurança), saúde mental, criança, adolescente, utilização, Software aplicativo, rede social.",Publicação de Proposição,2025-10-13,Aguardando Designação de Relator(a)
PL 3689/2024,Projeto de Lei,2024-09-25,Jorge Goetten,REPUBLICANOS,Dispõe sobre a atividade de influenciador digital.,0.482,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2479342,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2459132,"Diretrizes, atividade profissional, influenciador digital, proibição, atividade privativa, médico, propaganda, procedimento estético, produto fumígeno, aposta, jogo de azar, descumprimento, penalidade.",Designação de Relator(a),2025-10-16,Aguardando Parecer
PL 123/2024,Projeto de Lei,2024-02-05,André Janones,AVANTE,"Altera a Lei nº 12.965, de 23 de abril de  2014 (o Marco Civil da Internet), para  subordinar as relações de consumo  mediadas por provedores de aplicações de  internet às normas do Código de Defesa do  Consumidor (CDC), especificamente nos  artigos relacionados à publicidade, com a  adoção de medidas de responsabilização  para as plataformas que veiculam publicidade  enganosa",0.474,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2384709,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417168,"Alteração, Marco Civil da Internet, relações de consumo, intermediação, provedor de aplicações, subordinação, Código de Defesa do Consumidor (1990), artigo (texto legislativo), publicidade, adoção, meios, responsabilização, Plataforma digital, veiculação, publicidade enganosa. _ Provedor de aplicações, obrigatoriedade, manutenção, Canal de atendimento, reclamação, consumidor, geração, publicação, Sítio (internet), relatório (documento administrativo), transparência, conteúdo patrocinado.",Devolução ao(à) Relator(a),2025-05-29,Aguardando Parecer
PL 2066/2024,Projeto de Lei,2024-05-27,Juninho do Pneu,UNIÃO,Proíbe a realização de ligações e o envio de mensagens automatizadas de telemarketing e dá outras providências.,0.470,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2429468,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2436564,"Obrigatoriedade, empresa, serviços de telecomunicações, Telemarketing, anuência prévia, consumidor, Ligação telefônica, Telemarketing ativo, Robocall.",Apensação,2024-08-16,Tramitando em Conjunto
PL 1465/2024,Projeto de Lei,2024-04-26,Júnior Mano,PSB,"Estabelece princípios, garantias, direitos e deveres para o desenvolvimento, a implementação e a aplicação da inteligência artificial no Brasil, visando promover sua utilização segura, ética e responsável.",0.469,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2414736,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2430325,"Inteligência artificial, princípios, desenvolvimento, aplicação, utilização. _Inteligência artificial, garantia, direitos individuais, usuário, ausência, discriminação, segurança de dados, privacidade. _ Sistema de inteligência artificial, transparência, ética, gestão de riscos. _Deveres, responsabilidade, agente, operador, fornecimento, sistema de inteligência artificial, infração, penalidade administrativa, pena de multa.",Apresentação de Requerimento,2025-08-05,Aguardando Parecer
PL 1123/2024,Projeto de Lei,2024-04-08,Murillo Gouvea,UNIÃO,"Altera a Lei no 9.472, de 16 de julho de 1997 (Lei Geral de Telecomunicações), para dispor sobre a obrigatoriedade de informação ao consumidor de índices de qualidade de serviços de telecomunicações individualizados.",0.467,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2403740,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2424892,"Alteração, Lei Geral de Telecomunicações (1997), obrigatoriedade, Consumidor, divulgação, qualidade, Prestação de serviços, Telecomunicações.",Publicação de Proposição,2024-04-17,Tramitando em Conjunto
PL 933/2024,Projeto de Lei,2024-03-22,Samuel Viana,REPUBLICANOS,Dispõe sobre a inclusão digital e acessibilidade na telemedicina e dá outras providências.,0.461,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2398790,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2423066,"Diretrizes, Inclusão digital, Acessibilidade digital, Telemedicina, Plataforma digital, acesso remoto, serviços de saúde, Legenda em tempo real, Língua Brasileira de Sinais (LIBRAS), Consulta médica, Receita médica, Sistema Braille, surdo, Pessoa com deficiência auditiva, Deficiência física.",Encerramento de Prazo,2025-10-28,Aguardando Parecer
PL 357/2024,Projeto de Lei,2024-02-21,Lucio Mosquini,MDB,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que trata das diretrizes e bases da educação nacional, para dispor sobre a inclusão das atividades de Inteligência Artificial como ensino técnico profissionalizante, na forma subsequente, em cursos destinados a quem tenha concluído o ensino médio.",0.459,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2388267,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418325,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), inclusão, atividade, inteligência artificial, ensino técnico, ensino profissionalizante, posterioridade, ensino médio.",Publicação de Proposição,2024-02-27,Tramitando em Conjunto
PL 167/2024,Projeto de Lei,2024-02-06,Jonas Donizette,PSB,"Altera o art. 16 do Decreto-Lei nº 204, de 27 de fevereiro de 1967, para dispor sobre o pagamento automático de prêmios de loterias federais a apostadores que efetuarem aposta por meio de aplicações da internet.",0.456,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2385443,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417345,"Alteração, Lei Federal, pagamento, efeito automático, prêmio, Loteria federal, apostador, realização, aposta, Software aplicativo, internet.",Designação de Relator(a),2025-04-02,Aguardando Parecer
PL 3510/2024,Projeto de Lei,2024-09-10,Benedita da Silva,PT,"Altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, para disciplinar o pagamento da Condecine-Remessa pelos agentes econômicos que atuarem na oferta e exploração de conteúdos audiovisuais pela internet.",0.453,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2474915,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2457494,"Alteração, Lei da Agência Nacional do Cinema (2001), disciplinamento, pagamento, Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (Condecine), remessa, agente econômico, estrangeiro, internet, conteúdo audiovisual, obra audiovisual de produção independente, segurança jurídica, plataforma de streaming, tributação.",Recebimento - Relator(a) (Sem Manifestação),2025-09-22,Aguardando Designação de Relator(a)
